Suburb,Rooms,Type,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
Croydon South,3,h,S,Jellis,23.0,3136.0,3.0,2.0,1.0,379.0,110.0,1970.0,Maroondah City Council,-37.81669,145.28136,Eastern Metropolitan,1863.0,702000
St Kilda,1,u,S,hockingstuart,5.0,3182.0,1.0,1.0,1.0,0.0,49.0,1971.0,Port Phillip City Council,-37.87223,144.98046,Southern Metropolitan,13240.0,360000
Brighton,4,h,S,hockingstuart,11.2,3186.0,,,,,,,Bayside City Council,,,Southern Metropolitan,10579.0,4375000
Preston,4,h,S,Nelson,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0,1265000
Footscray,3,h,SP,Biggin,6.4,3011.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,7570.0,840000
Waterways,4,h,SP,Ray,21.5,3195.0,4.0,2.0,2.0,620.0,244.0,2004.0,Kingston City Council,-38.01345,145.1342,South-Eastern Metropolitan,709.0,1232000
Doveton,3,h,S,Hall,28.8,3177.0,3.0,1.0,3.0,621.0,,1955.0,Casey City Council,-37.98537,145.23505,South-Eastern Metropolitan,3533.0,500000
Toorak,2,u,S,Jellis,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0,1000000
Cheltenham,3,h,SP,Woodards,17.9,3192.0,3.0,1.0,1.0,634.0,,,Bayside City Council,-37.9717,145.07574,Southern Metropolitan,9758.0,887500
St Albans,2,h,S,Westside,14.0,3021.0,,,,,,,Brimbank City Council,,,Western Metropolitan,14042.0,438000
Glen Waverley,3,h,PI,Harcourts,16.7,3150.0,3.0,2.0,2.0,730.0,,,Monash City Council,-37.89888,145.14441,Eastern Metropolitan,15321.0,1130000
Dandenong,5,h,PI,Stockdale,24.7,3175.0,5.0,2.0,8.0,,173.0,,Greater Dandenong City Council,-37.97888,145.2164,South-Eastern Metropolitan,10894.0,825000
Reservoir,2,h,S,Love,11.2,3073.0,2.0,1.0,2.0,631.0,,,Darebin City Council,-37.7211,145.0195,Northern Metropolitan,21650.0,968000
Oakleigh South,3,h,SP,Buxton,15.5,3167.0,3.0,1.0,2.0,,,,Kingston City Council,-37.9236,145.0876,South-Eastern Metropolitan,3692.0,1080000
Brunswick,2,t,SP,Jellis,5.2,3056.0,2.0,2.0,1.0,0.0,100.0,2002.0,Moreland City Council,-37.7617,144.9642,Northern Metropolitan,11918.0,685000
Footscray,3,u,S,Jellis,6.4,3011.0,3.0,2.0,1.0,8680.0,,,Maribyrnong City Council,-37.8016,144.9082,Western Metropolitan,7570.0,674000
South Yarra,2,u,S,Biggin,3.3,3141.0,2.0,1.0,1.0,2122.0,64.0,1960.0,Melbourne City Council,-37.8383,145.0014,Southern Metropolitan,14887.0,693000
Reservoir,3,h,S,Nelson,12.0,3073.0,3.0,1.0,2.0,550.0,,,Darebin City Council,-37.72139,144.98698,Northern Metropolitan,21650.0,907000
Glenroy,3,h,PI,Barry,11.2,3046.0,3.0,1.0,2.0,590.0,,,Moreland City Council,-37.6968,144.9274,Northern Metropolitan,8870.0,640000
Reservoir,2,u,S,Darren,11.2,3073.0,2.0,1.0,1.0,184.0,77.0,1965.0,Darebin City Council,-37.7043,145.0277,Northern Metropolitan,21650.0,401000
Albert Park,2,h,S,Marshall,3.3,3206.0,2.0,1.0,1.0,162.0,,,Port Phillip City Council,-37.8416,144.9488,Southern Metropolitan,3280.0,1750000
Mitcham,4,h,VB,Noel,17.2,3132.0,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,6871.0,1720000
Glenroy,2,t,S,Eview,13.0,3046.0,2.0,1.0,1.0,125.0,,1975.0,Moreland City Council,-37.7042,144.9211,Northern Metropolitan,8870.0,434500
Hadfield,2,h,S,Barry,12.1,3046.0,2.0,1.0,1.0,613.0,92.0,1960.0,Moreland City Council,-37.7099,144.938,Northern Metropolitan,2606.0,715888
Camberwell,4,h,VB,Marshall,7.7,3124.0,4.0,3.0,3.0,772.0,249.0,1940.0,Boroondara City Council,-37.84824,145.08901,Southern Metropolitan,8920.0,2100000
Coburg,2,h,S,Barry,6.7,3058.0,2.0,1.0,1.0,236.0,97.0,1900.0,Darebin City Council,-37.73936,144.96454,Northern Metropolitan,11204.0,857000
Niddrie,3,h,S,Barry,11.2,3042.0,3.0,1.0,1.0,655.0,,,Moonee Valley City Council,-37.7459,144.8906,Western Metropolitan,2291.0,1100000
Sunbury,3,h,S,YPA,31.7,3429.0,3.0,1.0,3.0,663.0,,,Hume City Council,-37.582,144.7591,Western Metropolitan,14092.0,427500
Avondale Heights,3,h,S,Nelson,10.5,3034.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502.0,835000
Cremorne,2,h,S,Biggin,2.5,3121.0,2.0,1.0,0.0,117.0,,,Yarra City Council,-37.8262,144.9922,Northern Metropolitan,1123.0,855000
Elsternwick,3,h,VB,Buxton,8.5,3185.0,3.0,2.0,2.0,517.0,207.0,1900.0,Glen Eira City Council,-37.8813,145.0063,Southern Metropolitan,4898.0,1750000
South Yarra,3,t,S,Jellis,2.7,3141.0,3.0,2.0,2.0,141.0,140.0,1995.0,Melbourne City Council,-37.8467,144.9983,Southern Metropolitan,14887.0,1560000
Flemington,1,u,S,Nelson,3.4,3031.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593.0,421000
Mulgrave,4,h,S,Ray,18.8,3170.0,,,,,,,Monash City Council,,,South-Eastern Metropolitan,7113.0,917000
Clifton Hill,2,h,S,Harrington,3.4,3068.0,2.0,1.0,1.0,155.0,85.0,1880.0,Yarra City Council,-37.7934,144.9922,Northern Metropolitan,2954.0,780000
Keilor East,3,h,SP,Barry,12.8,3033.0,3.0,1.0,1.0,538.0,104.0,1970.0,Brimbank City Council,-37.7441,144.8503,Western Metropolitan,5629.0,650000
Mitcham,3,u,VB,Noel,17.2,3132.0,3.0,1.0,2.0,439.0,110.0,1960.0,Whitehorse City Council,-37.82596,145.1872,Eastern Metropolitan,6871.0,820000
Seddon,2,h,VB,Village,5.1,3011.0,2.0,1.0,1.0,152.0,91.0,1910.0,Maribyrnong City Council,-37.80697,144.8928,Western Metropolitan,2417.0,850000
Springvale,3,h,S,iSell,20.8,3171.0,3.0,1.0,2.0,572.0,,,Greater Dandenong City Council,-37.95612,145.1494,South-Eastern Metropolitan,7412.0,1016000
Albert Park,4,h,S,Greg,3.3,3206.0,3.0,2.0,1.0,183.0,145.0,1880.0,Port Phillip City Council,-37.8434,144.9495,Southern Metropolitan,3280.0,2140000
Reservoir,3,t,S,Ray,11.2,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,668000
Werribee,3,h,S,Sweeney,14.7,3030.0,3.0,1.0,1.0,,,,Wyndham City Council,-37.8894,144.67191,Western Metropolitan,16166.0,430000
Doncaster East,4,t,S,Barry,14.3,3109.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999.0,1585000
Highett,3,t,S,Buxton,16.0,3190.0,,,,,,,Bayside City Council,,,Southern Metropolitan,4794.0,822000
Toorak,1,u,SP,Jellis,4.1,3142.0,1.0,1.0,1.0,,,,Stonnington City Council,-37.84496,145.01092,Southern Metropolitan,7217.0,541000
Newport,2,h,SP,RT,8.4,3015.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498.0,780000
Glenroy,3,h,S,Barry,13.0,3046.0,3.0,1.0,2.0,738.0,107.4,1960.0,Moreland City Council,-37.6972,144.941,Northern Metropolitan,8870.0,822000
Keilor Downs,4,h,S,Calder,15.5,3038.0,4.0,2.0,1.0,,197.0,1979.0,Brimbank City Council,-37.72467,144.81171,Western Metropolitan,3656.0,685000
Mernda,3,h,S,RW,25.9,3754.0,3.0,2.0,1.0,,,,Whittlesea City Council,-37.5904,145.0844,Northern Metropolitan,5812.0,485000
Murrumbeena,3,h,PI,Woodards,10.1,3163.0,3.0,1.0,2.0,,115.0,1960.0,Glen Eira City Council,-37.90465,145.07405,Southern Metropolitan,4442.0,1150000
Kew,4,h,VB,Jellis,5.4,3101.0,4.0,2.0,2.0,612.0,196.0,1930.0,Boroondara City Council,-37.80166,145.04333,Southern Metropolitan,10331.0,1925000
St Kilda,1,u,VB,Gary,5.0,3182.0,1.0,1.0,1.0,0.0,41.0,2005.0,Port Phillip City Council,-37.8614,144.97407,Southern Metropolitan,13240.0,350000
Essendon,2,t,S,Brad,8.0,3040.0,2.0,1.0,1.0,0.0,,1970.0,Moonee Valley City Council,-37.7451,144.9145,Western Metropolitan,9264.0,590000
Seddon,3,h,SP,Village,5.1,3011.0,3.0,2.0,2.0,,179.0,2017.0,Maribyrnong City Council,-37.80342,144.89091,Western Metropolitan,2417.0,1225000
Carlton North,2,h,S,Nelson,3.5,3054.0,2.0,1.0,0.0,152.0,,,Melbourne City Council,-37.78381,144.97608,Northern Metropolitan,3106.0,1501000
Elsternwick,2,u,S,hockingstuart,7.2,3185.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4898.0,670000
Glenroy,3,t,SP,Stockdale,13.0,3046.0,3.0,2.0,2.0,212.0,129.0,2010.0,Moreland City Council,-37.7073,144.9277,Northern Metropolitan,8870.0,550000
Epping,3,h,S,HAR,19.6,3076.0,3.0,1.0,1.0,343.0,,,Whittlesea City Council,-37.65873,145.03182,Northern Metropolitan,10926.0,610000
Port Melbourne,2,u,SP,Chisholm,3.5,3207.0,2.0,1.0,1.0,,59.0,1975.0,Melbourne City Council,-37.83455,144.93701,Southern Metropolitan,8648.0,520000
Maidstone,3,t,VB,Jas,6.4,3012.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,3873.0,770000
Cairnlea,3,h,PI,YPA,14.8,3023.0,3.0,2.0,2.0,397.0,145.0,2007.0,Brimbank City Council,-37.75107,144.78415,Western Metropolitan,2674.0,630000
Prahran,2,h,VB,Jellis,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0,1250000
Richmond,2,u,S,Abercromby's,2.6,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0,1066000
Richmond,3,t,S,Jellis,2.6,3121.0,3.0,3.0,2.0,119.0,184.0,2005.0,Yarra City Council,-37.8278,144.9984,Northern Metropolitan,14949.0,1582000
Middle Park,4,h,PI,Marshall,3.0,3206.0,4.0,2.0,,189.0,,1900.0,Port Phillip City Council,-37.85021,144.96247,Southern Metropolitan,2019.0,1835000
Craigieburn,4,h,S,Barry,20.6,3064.0,4.0,2.0,2.0,399.0,,,Hume City Council,-37.5924,144.89019,Northern Metropolitan,15510.0,640000
Bundoora,3,h,S,Barry,12.1,3083.0,3.0,1.0,2.0,896.0,139.0,1965.0,Banyule City Council,-37.70042,145.0614,Northern Metropolitan,10175.0,1234000
Berwick,4,h,SP,Barry,35.2,3806.0,4.0,2.0,2.0,843.0,186.0,1994.0,Casey City Council,-38.0268,145.335,Eastern Victoria,17093.0,815000
St Kilda,3,h,PI,Gary,5.0,3182.0,3.0,1.0,,214.0,,,Port Phillip City Council,-37.86729,144.98348,Southern Metropolitan,13240.0,961000
Altona,3,u,S,Barlow,13.8,3018.0,3.0,1.0,2.0,181.0,,,Hobsons Bay City Council,-37.8659,144.822,Western Metropolitan,5301.0,605000
Brunswick,2,h,S,Raine,5.2,3056.0,2.0,1.0,1.0,0.0,,,Moreland City Council,-37.7618,144.9662,Northern Metropolitan,11918.0,542000
Reservoir,4,h,S,Barry,12.0,3073.0,4.0,1.0,2.0,870.0,,,Darebin City Council,-37.70433,145.02068,Northern Metropolitan,21650.0,905000
Heidelberg Heights,3,h,PI,Haughton,8.8,3081.0,3.0,1.0,2.0,560.0,98.0,1950.0,Banyule City Council,-37.7374,145.0537,Eastern Metropolitan,2947.0,705000
Abbotsford,2,h,S,Biggin,2.5,3067.0,3.0,1.0,2.0,220.0,75.0,1900.0,Yarra City Council,-37.801,144.9989,Northern Metropolitan,4019.0,1097000
St Kilda,2,u,S,Marshall,6.1,3182.0,2.0,1.0,1.0,0.0,,1960.0,Port Phillip City Council,-37.8676,144.9834,Southern Metropolitan,13240.0,465000
Caulfield North,4,h,S,Gary,8.1,3161.0,4.0,2.0,1.0,810.0,215.0,1915.0,Glen Eira City Council,-37.8698,145.0325,Southern Metropolitan,6923.0,2170000
Surrey Hills,2,u,S,Noel,11.2,3127.0,2.0,1.0,1.0,982.0,,,Boroondara City Council,-37.8203,145.0955,Southern Metropolitan,5457.0,831000
Seaholme,5,h,PI,RT,12.7,3018.0,4.0,3.0,4.0,697.0,,2005.0,Hobsons Bay City Council,-37.8664,144.8416,Western Metropolitan,852.0,2000000
Kew,5,h,S,RT,5.6,3101.0,5.0,2.0,2.0,815.0,,,Boroondara City Council,-37.8118,145.035,Southern Metropolitan,10331.0,2850000
Wantirna,4,h,S,Noel,14.7,3152.0,4.0,2.0,2.0,752.0,187.0,1980.0,Knox City Council,-37.85466,145.22367,Eastern Metropolitan,5424.0,950000
Skye,3,h,SP,Harcourts,34.7,3977.0,3.0,1.0,1.0,485.0,96.0,1975.0,Frankston City Council,-38.09331,145.20223,South-Eastern Metropolitan,2756.0,520000
Moonee Ponds,2,h,PI,Barry,6.2,3039.0,2.0,1.0,0.0,251.0,110.0,1980.0,Moonee Valley City Council,-37.76856,144.90577,Western Metropolitan,6232.0,760000
Bentleigh East,3,t,PI,hockingstuart,13.9,3165.0,3.0,2.0,1.0,210.0,131.0,2005.0,Glen Eira City Council,-37.9075,145.061,Southern Metropolitan,10969.0,860000
Pascoe Vale,3,h,S,Brad,8.5,3044.0,3.0,1.0,1.0,557.0,113.0,1950.0,Moreland City Council,-37.72332,144.92673,Northern Metropolitan,7485.0,891000
Hadfield,2,h,S,Ray,12.1,3046.0,2.0,1.0,1.0,359.0,,1960.0,Moreland City Council,-37.7133,144.9436,Northern Metropolitan,2606.0,542500
Armadale,1,u,S,hockingstuart,6.3,3143.0,1.0,1.0,1.0,0.0,53.0,2013.0,Stonnington City Council,-37.8549,145.0113,Southern Metropolitan,4836.0,567000
Richmond,3,u,S,Biggin,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0,1250000
Bentleigh East,4,t,S,Buxton,13.9,3165.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969.0,1200000
Hawthorn East,2,u,S,Noel,6.2,3123.0,2.0,1.0,1.0,,59.0,1960.0,Boroondara City Council,-37.82712,145.05501,Southern Metropolitan,6482.0,497000
Hawthorn,2,u,S,hockingstuart,5.3,3122.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308.0,850000
South Melbourne,2,h,VB,Greg,2.1,3205.0,2.0,2.0,1.0,131.0,79.0,1890.0,Port Phillip City Council,-37.839,144.948,Southern Metropolitan,5943.0,1200000
Taylors Lakes,3,h,S,Nelson,15.5,3038.0,3.0,2.0,2.0,,,,Brimbank City Council,-37.70782,144.78295,Western Metropolitan,5336.0,760000
Reservoir,3,h,PI,Barry,11.2,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,650000
Hawthorn,1,u,PI,Kay,5.3,3122.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308.0,550000
Reservoir,3,h,SP,Fletchers,11.2,3073.0,3.0,2.0,3.0,574.0,159.0,1955.0,Darebin City Council,-37.722,144.9922,Northern Metropolitan,21650.0,800000
Heidelberg,3,h,S,Noel,8.9,3084.0,3.0,1.0,1.0,,137.0,1950.0,Banyule City Council,-37.7526,145.0599,Eastern Metropolitan,2890.0,1010000
Hampton East,3,h,SA,Buxton,13.8,3188.0,3.0,1.0,1.0,587.0,131.0,1950.0,Bayside City Council,-37.94087,145.03366,Southern Metropolitan,2356.0,1345000
Keilor East,4,h,S,Brad,12.8,3033.0,4.0,3.0,2.0,579.0,,,Brimbank City Council,-37.7368,144.8689,Western Metropolitan,5629.0,847000
Bulleen,3,h,S,Ray,11.8,3105.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,4480.0,1060000
Fitzroy North,2,h,SP,Jellis,3.6,3068.0,2.0,1.0,0.0,176.0,80.0,1890.0,Moreland City Council,-37.78852,144.97872,Northern Metropolitan,6244.0,1385000
Sunshine North,3,h,SP,Calder,13.3,3020.0,3.0,1.0,1.0,611.0,,,Brimbank City Council,-37.7724,144.8413,Western Metropolitan,4217.0,650000
West Melbourne,3,t,S,Alexkarbon,1.9,3003.0,3.0,2.0,1.0,650.0,,,Melbourne City Council,-37.8098,144.9448,Northern Metropolitan,2230.0,1171000
Fitzroy North,2,u,S,Collins,3.6,3068.0,,,,,,,Moreland City Council,,,Northern Metropolitan,6244.0,987500
Moorabbin,4,h,S,Gary,14.6,3189.0,4.0,2.0,2.0,807.0,,,Kingston City Council,-37.9431,145.0407,Southern Metropolitan,2555.0,1385000
Seaford,3,h,S,hockingstuart,35.4,3198.0,3.0,1.0,1.0,591.0,130.0,1963.0,Frankston City Council,-38.09864,145.13129,South-Eastern Metropolitan,8077.0,770000
Roxburgh Park,3,h,S,Raine,20.6,3064.0,3.0,2.0,1.0,,185.0,2008.0,Hume City Council,-37.61384,144.91405,Northern Metropolitan,5833.0,440000
Strathmore,2,h,S,Brad,8.2,3041.0,2.0,1.0,0.0,717.0,104.0,1950.0,Moonee Valley City Council,-37.72794,144.92021,Western Metropolitan,3284.0,1300000
Kew,2,u,S,Jellis,5.4,3101.0,2.0,1.0,2.0,964.0,,1960.0,Boroondara City Council,-37.80222,145.03501,Southern Metropolitan,10331.0,797000
Brighton East,2,u,S,Buxton,10.7,3187.0,2.0,1.0,1.0,74.0,66.0,1960.0,Bayside City Council,-37.9207,145.0079,Southern Metropolitan,6938.0,692000
Sunshine West,3,h,S,Bells,13.5,3020.0,,,,,,,Brimbank City Council,,,Western Metropolitan,6763.0,465000
Port Melbourne,2,h,S,Cayzer,3.8,3207.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648.0,1532000
Hawthorn,1,u,SP,Kay,4.6,3122.0,1.0,1.0,1.0,0.0,,,Boroondara City Council,-37.8339,145.0335,Southern Metropolitan,11308.0,382000
Maribyrnong,4,h,S,GL,8.7,3032.0,4.0,2.0,1.0,325.0,,2004.0,Maribyrnong City Council,-37.7822,144.892,Western Metropolitan,4918.0,940000
Croydon,3,h,VB,Fletchers,23.0,3136.0,3.0,1.0,2.0,870.0,145.0,1970.0,Maroondah City Council,-37.79364,145.29823,Eastern Metropolitan,11925.0,800000
South Yarra,1,u,S,Hodges,3.3,3141.0,1.0,1.0,1.0,0.0,,2013.0,Melbourne City Council,-37.8384,144.9886,Southern Metropolitan,14887.0,450000
Avondale Heights,3,h,SP,Moonee,10.5,3034.0,3.0,1.0,1.0,590.0,,1960.0,Moonee Valley City Council,-37.7567,144.8572,Western Metropolitan,4502.0,642000
Sunshine West,3,h,S,Bells,10.5,3020.0,,,,,,,Brimbank City Council,,,Western Metropolitan,6763.0,670000
Hillside,4,h,PI,Barry,18.0,3037.0,4.0,2.0,4.0,788.0,236.0,1995.0,Brimbank City Council,-37.68974,144.75225,Western Metropolitan,5556.0,700000
Reservoir,2,u,SP,Barry,11.2,3073.0,2.0,1.0,1.0,153.0,87.0,2007.0,Darebin City Council,-37.7098,145.0211,Northern Metropolitan,21650.0,440000
Richmond,3,h,S,Biggin,2.6,3121.0,3.0,1.0,1.0,209.0,128.0,1900.0,Yarra City Council,-37.8206,144.9913,Northern Metropolitan,14949.0,1345000
Craigieburn,3,h,S,Ray,20.6,3064.0,3.0,2.0,2.0,448.0,136.0,2009.0,Hume City Council,-37.5821,144.90751,Northern Metropolitan,15510.0,568000
Coburg North,3,h,S,Nelson,6.7,3058.0,3.0,1.0,2.0,,129.0,1950.0,Darebin City Council,-37.73435,144.97844,Northern Metropolitan,3445.0,916000
Newport,3,t,S,Williams,8.4,3015.0,3.0,2.0,2.0,0.0,162.0,2007.0,Hobsons Bay City Council,-37.8436,144.8691,Western Metropolitan,5498.0,735000
Kew,4,h,SP,Jellis,5.4,3101.0,4.0,3.0,2.0,741.0,281.0,1920.0,Boroondara City Council,-37.81031,145.01955,Southern Metropolitan,10331.0,3300000
Box Hill,4,h,S,hockingstuart,10.9,3128.0,4.0,1.0,1.0,662.0,,,Whitehorse City Council,-37.81995,145.13089,Eastern Metropolitan,4605.0,1831000
Highett,4,h,PI,Buxton,16.0,3190.0,4.0,2.0,2.0,,176.0,1950.0,Bayside City Council,-37.9516,145.02552,Southern Metropolitan,4794.0,1060000
Templestowe Lower,4,h,SP,Jellis,13.8,3107.0,4.0,2.0,2.0,420.0,255.0,2013.0,Manningham City Council,-37.767,145.119,Eastern Metropolitan,5420.0,1500000
Yarraville,3,h,S,Jas,6.3,3013.0,3.0,1.0,1.0,,,,Maribyrnong City Council,-37.82205,144.8798,Western Metropolitan,6543.0,960000
Bulleen,4,t,PI,Barry,10.8,3105.0,4.0,2.0,2.0,189.0,,2011.0,Manningham City Council,-37.76048,145.08476,Eastern Metropolitan,4480.0,950000
Hillside,4,h,S,O'Brien,18.0,3037.0,4.0,2.0,3.0,680.0,265.0,2006.0,Brimbank City Council,-37.68197,144.73107,Western Metropolitan,5556.0,680000
North Melbourne,2,u,VB,W.B.,2.3,3051.0,2.0,1.0,1.0,1588.0,71.0,1970.0,Melbourne City Council,-37.7988,144.9478,Northern Metropolitan,6821.0,450000
Hillside,4,h,S,Barry,18.0,3037.0,4.0,2.0,2.0,622.0,,,Brimbank City Council,-37.69884,144.75352,Western Metropolitan,5556.0,525000
Yarraville,3,h,PI,hockingstuart,6.3,3013.0,3.0,1.0,3.0,,,,Maribyrnong City Council,-37.81609,144.87282,Western Metropolitan,6543.0,910000
Parkville,2,u,SP,Jellis,1.8,3052.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,2309.0,790000
Airport West,3,h,S,Nelson,13.5,3042.0,3.0,1.0,1.0,594.0,,1950.0,Moonee Valley City Council,-37.7203,144.8757,Western Metropolitan,3464.0,872500
Hoppers Crossing,4,h,SP,Reliance,18.4,3029.0,4.0,2.0,2.0,,,,Wyndham City Council,-37.86414,144.68111,Western Metropolitan,13830.0,670000
Bellfield,3,h,PI,Collings,8.8,3081.0,3.0,1.0,3.0,793.0,93.0,1955.0,Banyule City Council,-37.7537,145.03382,Eastern Metropolitan,790.0,1113000
Brunswick,2,h,S,Nelson,5.2,3056.0,2.0,1.0,1.0,140.0,68.0,1890.0,Moreland City Council,-37.75908,144.96959,Northern Metropolitan,11918.0,1005000
Malvern East,4,h,S,hockingstuart,8.4,3145.0,4.0,2.0,2.0,647.0,,,Stonnington City Council,-37.88331,145.06464,Southern Metropolitan,8801.0,2105000
Canterbury,5,h,PI,RT,8.4,3126.0,5.0,5.0,4.0,685.0,,,Boroondara City Council,-37.82299,145.07513,Southern Metropolitan,3265.0,5200000
Oakleigh South,2,h,PI,Buxton,14.7,3167.0,2.0,1.0,2.0,428.0,,,Kingston City Council,-37.9249,145.0943,South-Eastern Metropolitan,3692.0,580000
Box Hill,4,h,PI,Jellis,13.1,3128.0,3.0,2.0,3.0,729.0,167.0,1905.0,Whitehorse City Council,-37.8233,145.1267,Eastern Metropolitan,4605.0,1560000
Meadow Heights,3,t,S,YPA,17.4,3048.0,,,,,,,Hume City Council,,,Northern Metropolitan,4704.0,347500
Avondale Heights,3,h,S,Barry,10.5,3034.0,3.0,1.0,1.0,549.0,,,Moonee Valley City Council,-37.7644,144.8575,Western Metropolitan,4502.0,795000
Surrey Hills,2,u,S,Fletchers,11.2,3127.0,2.0,1.0,2.0,165.0,,1970.0,Boroondara City Council,-37.822,145.0989,Southern Metropolitan,5457.0,823000
Ashburton,2,h,S,Jellis,10.2,3147.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052.0,900000
Southbank,3,u,S,MICM,0.7,3006.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,8400.0,728500
Brunswick West,3,t,S,Nelson,5.2,3055.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7082.0,650000
Newport,4,t,S,Village,6.2,3015.0,4.0,2.0,2.0,,189.0,2012.0,Hobsons Bay City Council,-37.8399,144.86908,Western Metropolitan,5498.0,865000
Mont Albert,5,h,S,Jellis,11.8,3127.0,5.0,1.0,0.0,711.0,207.0,1950.0,Boroondara City Council,-37.8195,145.1134,Eastern Metropolitan,2079.0,1815000
Avondale Heights,4,h,SP,Nelson,10.5,3034.0,4.0,3.0,2.0,656.0,322.0,1990.0,Moonee Valley City Council,-37.7522,144.8659,Western Metropolitan,4502.0,1300000
Bulleen,3,u,S,Jellis,11.8,3105.0,3.0,1.0,1.0,0.0,110.0,1999.0,Manningham City Council,-37.7769,145.088,Eastern Metropolitan,4480.0,860000
Kew,4,h,S,RT,5.4,3101.0,4.0,3.0,2.0,,238.0,1970.0,Boroondara City Council,-37.80488,145.057,Southern Metropolitan,10331.0,2625000
Brighton East,4,h,S,RT,10.7,3187.0,4.0,2.0,1.0,596.0,,,Bayside City Council,-37.9113,145.0207,Southern Metropolitan,6938.0,1630000
Brighton,4,h,VB,Marshall,10.5,3186.0,4.0,2.0,2.0,823.0,365.0,1937.0,Bayside City Council,-37.90946,144.98919,Southern Metropolitan,10579.0,3850000
Craigieburn,4,h,PI,Brad,20.6,3064.0,,,,,,,Hume City Council,,,Northern Metropolitan,15510.0,730000
St Albans,3,h,S,Ray,14.0,3021.0,3.0,1.0,2.0,743.0,,,Brimbank City Council,-37.73615,144.81445,Western Metropolitan,14042.0,711100
Carrum Downs,3,h,PI,O'Brien,34.9,3201.0,,,,,,,Frankston City Council,,,South-Eastern Metropolitan,8060.0,580000
Keilor Downs,3,h,SP,Brad,15.5,3038.0,3.0,2.0,2.0,749.0,180.0,1979.0,Brimbank City Council,-37.72321,144.80882,Western Metropolitan,3656.0,735000
Patterson Lakes,3,h,S,Buxton,31.2,3197.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3351.0,760000
Caulfield North,4,h,S,Marshall,8.1,3161.0,4.0,2.0,3.0,836.0,,1910.0,Glen Eira City Council,-37.8696,145.0323,Southern Metropolitan,6923.0,2625000
Broadmeadows,3,h,S,YPA,14.0,3047.0,3.0,1.0,2.0,594.0,117.0,1970.0,Hume City Council,-37.67652,144.91176,Northern Metropolitan,4294.0,595000
Clayton South,3,h,PI,Barry,17.5,3169.0,3.0,1.0,1.0,600.0,96.0,1960.0,Kingston City Council,-37.9581,145.1341,South-Eastern Metropolitan,4734.0,750000
Bentleigh,4,h,S,Marshall,11.4,3204.0,4.0,2.0,2.0,702.0,,,Glen Eira City Council,-37.92286,145.03126,Southern Metropolitan,6795.0,2430000
Bentleigh East,3,u,PI,hockingstuart,13.9,3165.0,3.0,2.0,1.0,281.0,132.0,2005.0,Glen Eira City Council,-37.9257,145.0811,Southern Metropolitan,10969.0,770000
Altona North,5,t,S,Sweeney,9.4,3025.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132.0,1150000
North Melbourne,3,u,S,JMRE,1.8,3051.0,3.0,1.0,1.0,1843.0,,1960.0,Melbourne City Council,-37.79773,144.94611,Northern Metropolitan,6821.0,681000
Bundoora,3,h,S,Ray,12.1,3083.0,3.0,1.0,1.0,551.0,0.0,1970.0,Banyule City Council,-37.69939,145.06567,Northern Metropolitan,10175.0,770000
Watsonia North,4,h,S,HAR,14.5,3087.0,4.0,1.0,2.0,613.0,,,Banyule City Council,-37.7002,145.08434,Northern Metropolitan,1442.0,755000
Craigieburn,4,h,S,Ray,20.6,3064.0,4.0,2.0,2.0,512.0,,,Hume City Council,-37.58903,144.90065,Northern Metropolitan,15510.0,662000
Brighton East,3,h,S,Buxton,10.7,3187.0,3.0,1.0,1.0,490.0,,,Bayside City Council,-37.9024,145.0097,Southern Metropolitan,6938.0,1405000
